participant_id,time_gameplayed_utc,time_sent_utc,detail,condition,trial_number,flanking_cue,response_window,response_time,first_button,correct_button,trial_type,second_button,late_response,displayed_cue
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,30,D,730,431.3700199127197,NO,1,CONGRUENT,YES,0,D
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,31,B,690,349.68799352645874,YES,1,CONGRUENT,NO,0,B
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,32,D,610,476.3000011444092,NO,1,CONGRUENT,YES,0,D
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,33,B,930,475.97700357437134,NO,1,INCONGRUENT,YES,0,C
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,34,D,450,551.3229966163635,NO,1,CONGRUENT,YES,1,D
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,35,C,440,565.591037273407,NO,1,CONGRUENT,YES,1,C
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,36,B,920,665.7049655914307,YES,0,INCONGRUENT,NO,0,D
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,37,B,960,784.8960161209106,NO,1,INCONGRUENT,YES,0,D
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,38,D,950,655.4920077323914,NO,0,INCONGRUENT,YES,0,B
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,39,A,990,646.1080312728882,YES,0,INCONGRUENT,NO,0,C
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,40,D,430,649.6100425720215,NO,1,CONGRUENT,YES,1,D
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,41,D,420,456.8979740142822,NO,1,CONGRUENT,YES,1,D
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,42,B,1030,333.5939645767212,NO,1,INCONGRUENT,YES,0,C
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,43,C,410,522.2129821777344,NO,1,CONGRUENT,YES,1,C
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,44,B,400,333.9740037918091,NO,0,CONGRUENT,YES,0,B
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,45,A,1040,529.6939611434937,NO,0,CONGRUENT,YES,0,A
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,46,B,2320,643.8820362091064,NO,0,CONGRUENT,YES,0,B
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,47,D,4880,622.4989891052246,NO,1,CONGRUENT,YES,0,D
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,48,C,1020,746.2930083274841,YES,1,INCONGRUENT,NO,0,B
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,49,C,4870,621.8550205230713,YES,0,CONGRUENT,NO,0,C
ADMIN-UCSF-BK007,2018-01-30 21:16:09+00:00,2018-02-02 21:20:48+00:00,,,0,B,800,N/A,NO,0,CONGRUENT,NO,0,B
ADMIN-UCSF-BK007,2018-01-30 21:16:09+00:00,2018-02-02 21:20:48+00:00,,,1,D,800,802.075982093811,NO,0,INCONGRUENT,YES,1,A
ADMIN-UCSF-BK007,2018-01-30 21:16:09+00:00,2018-02-02 21:20:48+00:00,,,2,A,840,461.1949920654297,YES,1,CONGRUENT,NO,0,A
ADMIN-UCSF-BK007,2018-01-30 21:16:09+00:00,2018-02-02 21:20:48+00:00,,,3,C,830,591.4050340652466,NO,1,CONGRUENT,YES,0,C
ADMIN-UCSF-BK007,2018-01-30 21:16:09+00:00,2018-02-02 21:20:48+00:00,,,4,A,840,808.169960975647,NO,1,INCONGRUENT,YES,0,C
ADMIN-UCSF-BK007,2018-01-30 21:16:09+00:00,2018-02-02 21:20:48+00:00,,,5,A,820,491.4970397949219,YES,1,CONGRUENT,NO,0,A
